rows,inserts,deletes,duration_ms
1732,1732,0,0.07311
173,173,0,0.181183
6929,6929,0,0.308171
1732,1732,0,0.093914
173,173,0,0.183764
6929,6929,0,0.301684
1732,1732,0,0.065022
173,173,0,0.188004
6929,6929,0,0.312028
1732,1732,0,0.062568
173,173,0,0.176911
6929,6929,0,0.309822
1732,1732,0,0.069845
173,173,0,0.179128
6929,6929,0,0.294126
1732,1732,0,0.626053
173,173,0,0.19605
6929,6929,0,0.328384
1732,1732,0,0.073649
173,173,0,0.179971
6929,6929,0,0.322373
1732,1732,0,0.066205
173,173,0,0.188499
6929,6929,0,0.313662
